,model_input,desired_product,model_output
2324,Predict the reaction that produces the following product: CC1(C)CCC(=O)c2ccc(C#C[Si](C)(C)C)cc21,CC1(C)CCC(=O)c2ccc(C#C[Si](C)(C)C)cc21,<smiles>C#C[Si](C)(C)C.CC1(C)CCC(=O)c2ccc(Br)cc21.CCN(CC)CC.Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.[Cu]I<smiles/>
2325,Predict the reaction that produces the following product: COC(=O)C(CC(=O)O)Cc1cc(C)c2[nH]ncc2c1,COC(=O)C(CC(=O)O)Cc1cc(C)c2[nH]ncc2c1,<smiles>COC(=O)C(CC(=O)OC(C)(C)C)Cc1cc(C)c2[nH]ncc2c1.ClCCl.O=C(O)C(F)(F)F<smiles/>
2326,Predict the reaction that produces the following product: CC(C)CC1=CCC(C)(C=O)CC1,CC(C)CC1=CCC(C)(C=O)CC1,<smiles>CC(C)CC1=CCC(C=O)CC1.CC(C)O.CC(C)[O-]~CC(C)[O-]~[Mg+2].CCOCC.CI.O.[Mg]<smiles/>
2327,Predict the reaction that produces the following product: NS(=O)(=O)c1ccc2c(c1)CCN2Cc1ccc(Cl)c(Cl)c1,NS(=O)(=O)c1ccc2c(c1)CCN2Cc1ccc(Cl)c(Cl)c1,<smiles>C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].NS(=O)(=O)c1ccc2c(c1)CCN2.O=Cc1ccc(Cl)c(Cl)c1<smiles/>
2328,Predict the reaction that produces the following product: Clc1ncc2c(n1)NC1(COC1)CO2,Clc1ncc2c(n1)NC1(COC1)CO2,<smiles>C1CCOC1.CC(C)(C)[O-]~[K+].Clc1ncc(OCC2(Cl)COC2)c(Cl)n1<smiles/>
2329,Predict the reaction that produces the following product: O=C1CCC(c2cccc(F)c2)N1c1ccc(OC(F)(F)F)cc1,O=C1CCC(c2cccc(F)c2)N1c1ccc(OC(F)(F)F)cc1,<smiles>C1CCOC1.CC(C)(C)[O-]~[K+].O=C(CCCCl)Nc1ccc(OC(F)(F)F)cc1.O=Cc1cccc(F)c1<smiles/>
2330,Predict the reaction that produces the following product: O=[N+]([O-])c1cccc(S(=O)(=O)Nc2cccc(CNc3nc(Cl)ncc3Cl)c2)c1,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2cccc(CNc3nc(Cl)ncc3Cl)c2)c1,<smiles>CCN(C(C)C)C(C)C.ClCCl.Nc1cccc(CNc2nc(Cl)ncc2Cl)c1.O=[N+]([O-])c1cccc(S(=O)(=O)Cl)c1<smiles/>
2331,Predict the reaction that produces the following product: CC1CN(C(=O)OC(C)(C)C)CC=C1OS(=O)(=O)C(F)(F)F,CC1CN(C(=O)OC(C)(C)C)CC=C1OS(=O)(=O)C(F)(F)F,<smiles>C1CCOC1.CC1CN(C(=O)OC(C)(C)C)CCC1=O.O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F.[H-]~[Na+]<smiles/>
2332,Predict the reaction that produces the following product: Nc1cc(C(CCC2CC2)n2ccc(=O)[nH]c2=O)ccc1F,Nc1cc(C(CCC2CC2)n2ccc(=O)[nH]c2=O)ccc1F,<smiles>CCO.CCOC(C)=O.O=c1ccn(C(CCC2CC2)c2ccc(F)c([N+](=O)[O-])c2)c(=O)[nH]1.[Pd]<smiles/>
2333,Predict the reaction that produces the following product: O=C(O)C[C@@H]1C[C@@H](COc2ccc(C(=O)Nc3ccnc(NCc4ccccc4)c3)cc2)N(CCCc2ccccc2)C1=O,O=C(O)C[C@@H]1C[C@@H](COc2ccc(C(=O)Nc3ccnc(NCc4ccccc4)c3)cc2)N(CCCc2ccccc2)C1=O,<smiles>C1CCOC1.COC(=O)C[C@@H]1C[C@@H](COc2ccc(C(=O)Nc3ccnc(NCc4ccccc4)c3)cc2)N(CCCc2ccccc2)C1=O.O.[Li]O<smiles/>
2334,Predict the reaction that produces the following product: CON(C)C(=O)[C@@H](CCCNC(=N)NS(=O)(=O)c1c(C)c(C)c2c(c1C)CC(C)(C)O2)NC(=O)OCC1c2ccccc2-c2ccccc21,CON(C)C(=O)[C@@H](CCCNC(=N)NS(=O)(=O)c1c(C)c(C)c2c(c1C)CC(C)(C)O2)NC(=O)OCC1c2ccccc2-c2ccccc21,<smiles>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.CNOC~Cl.Cc1c(C)c(S(=O)(=O)NC(=N)NCCC[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c(C)c2c1OC(C)(C)C2<smiles/>
2335,Predict the reaction that produces the following product: Cc1nn(C(C)C(=O)Nc2ccc(C(F)(F)F)cc2)c(N)c1C(N)=O,Cc1nn(C(C)C(=O)Nc2ccc(C(F)(F)F)cc2)c(N)c1C(N)=O,<smiles>CCO.Cc1nn(C(C)C(=O)Nc2ccc(C(F)(F)F)cc2)c(N)c1C#N.Cl.O.OO.[Na+]~[OH-]<smiles/>
2336,Predict the reaction that produces the following product: O=C1N(Cc2ccc(-c3ccno3)cc2)c2ccccc2C12COc1cc3c(cc12)OCCO3,O=C1N(Cc2ccc(-c3ccno3)cc2)c2ccccc2C12COc1cc3c(cc12)OCCO3,<smiles>BrCc1ccc(-c2ccno2)cc1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCCO3<smiles/>
2337,Predict the reaction that produces the following product: NS(=O)(=O)NCC(F)(F)c1csc2ccccc12,NS(=O)(=O)NCC(F)(F)c1csc2ccccc12,<smiles>C1COCCO1.CC(C)(C)OC(=O)NS(=O)(=O)NCC(F)(F)c1csc2ccccc12.Cl<smiles/>
2338,Predict the reaction that produces the following product: CC(=O)Nc1cc(-c2[nH]c3c(c2Nc2ccc(F)cc2)C(=O)CN(C(=O)OC(C)C)C3)ccn1,CC(=O)Nc1cc(-c2[nH]c3c(c2Nc2ccc(F)cc2)C(=O)CN(C(=O)OC(C)C)C3)ccn1,<smiles>CC(=O)Nc1cc(-c2[nH]c3c(c2Nc2ccc(F)cc2)C(=O)CNC3)ccn1.CC(C)OC(=O)Cl.CCN(CC)CC.ClCCl<smiles/>
2339,Predict the reaction that produces the following product: O=C(CN1CCCN(C(=O)C2CC(S)CN2C(=O)OCc2ccc([N+](=O)[O-])cc2)CC1)OCc1ccc([N+](=O)[O-])cc1~O=S(=O)(O)C(F)(F)F~O=S(=O)(O)C(F)(F)F,O=C(CN1CCCN(C(=O)C2CC(S)CN2C(=O)OCc2ccc([N+](=O)[O-])cc2)CC1)OCc1ccc([N+](=O)[O-])cc1~O=S(=O)(O)C(F)(F)F~O=S(=O)(O)C(F)(F)F,<smiles>COc1ccc(CS[C@H]2C[C@@H](C(=O)N3CCCN(CC(=O)OCc4ccc([N+](=O)[O-])cc4)CC3)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1.COc1ccccc1.O=C(O)C(F)(F)F.O=S(=O)(O)C(F)(F)F<smiles/>
2340,Predict the reaction that produces the following product: CC(=O)c1ccc(Cn2cc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)cn2)s1,CC(=O)c1ccc(Cn2cc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)cn2)s1,<smiles>CC1(c2ccc(Cn3cc(N)cn3)s2)OCCO1.O=C(O)/C=C/c1ccc(C(F)(F)F)cc1<smiles/>
2341,Predict the reaction that produces the following product: O=C(CC(CC(=O)c1ccco1)C1CCCCC1)c1cccc(O)c1,O=C(CC(CC(=O)c1ccco1)C1CCCCC1)c1cccc(O)c1,<smiles>C1CCOC1.CC(=O)c1cccc(O)c1.CC(C)(C)[O-]~[K+].O=C(CBr)C1CCCCC1<smiles/>
2342,Predict the reaction that produces the following product: CC(=O)c1c(C(C)=O)c(C)n(-c2cc(C)c(O)cc2C)c1C,CC(=O)c1c(C(C)=O)c(C)n(-c2cc(C)c(O)cc2C)c1C,<smiles>CC(=O)CC(C)=O.CC(=O)O.Cc1cc(N)c(C)cc1O.O=N[O-]~[Na+]<smiles/>
2343,Predict the reaction that produces the following product: COc1ncc(Nc2cc3c4c(c2)[C@@H]2CNCC[C@@H]2N4CCOC3)cc1C~Cl~Cl,COc1ncc(Nc2cc3c4c(c2)[C@@H]2CNCC[C@@H]2N4CCOC3)cc1C~Cl~Cl,<smiles>CCOC(C)=O.COc1ncc(Nc2cc3c4c(c2)[C@@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2N4CCOC3)cc1C.Cl<smiles/>
2344,Predict the reaction that produces the following product: O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~[Ti+4],O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~O=C([O-])c1ccccc1O~[Ti+4],<smiles>O=C(O)c1ccccc1O.[Ti]<smiles/>
2345,Predict the reaction that produces the following product: CC(Oc1cccc2ncccc12)C(=O)N1CCC(=C(C#N)c2ccccc2)CC1,CC(Oc1cccc2ncccc12)C(=O)N1CCC(=C(C#N)c2ccccc2)CC1,<smiles>CC(Oc1cccc2ncccc12)C(=O)O.CCN(CC)CC.CCN=C=NCCCN(C)C~Cl.Cl~N#CC(=C1CCNCC1)c1ccccc1.ClCCl<smiles/>
2346,Predict the reaction that produces the following product: CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1~Cl,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1~Cl,<smiles>CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.CCO.Cl<smiles/>
2347,Predict the reaction that produces the following product: Cc1ccc(S(=O)(=O)C(NC=O)c2cc(F)ccc2F)cc1,Cc1ccc(S(=O)(=O)C(NC=O)c2cc(F)ccc2F)cc1,<smiles>C1CCOC1.Cc1ccc(S(=O)(=O)C(NC(=O)OC(C)(C)C)c2cc(F)ccc2F)cc1.Cl<smiles/>
2348,Predict the reaction that produces the following product: Nc1ccc(Oc2ccc3c(c2)C(=O)NC3)c(Cl)c1,Nc1ccc(Oc2ccc3c(c2)C(=O)NC3)c(Cl)c1,<smiles>CCO.O=C1NCc2ccc(Oc3ccc([N+](=O)[O-])cc3Cl)cc21.[Cl-]~[NH4+].[Fe]<smiles/>
2349,Predict the reaction that produces the following product: COC1(c2cccc(OCc3ccccc3)c2)OOC12[C@H]1C[C@H]3C[C@@H]2C[C@](OCCO)(C3)C1,COC1(c2cccc(OCc3ccccc3)c2)OOC12[C@H]1C[C@H]3C[C@@H]2C[C@](OCCO)(C3)C1,<smiles>C1CCOC1.CC(C)(C)[O-]~[K+].COC(c1cccc(OCc2ccccc2)c1)C1(O)OOC12[C@H]1C[C@H]3C[C@@H]2C[C@](OCCO)(C3)C1.O<smiles/>
2350,Predict the reaction that produces the following product: Fc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NCCCN4CCCC4)cc23)cc1Cl,Fc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NCCCN4CCCC4)cc23)cc1Cl,<smiles>C1CCNC1.Fc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NCCCCl)cc23)cc1Cl<smiles/>
2351,Predict the reaction that produces the following product: CCc1ccccc1CC,CCc1ccccc1CC,<smiles>C=Cc1ccccc1C=C.CCc1ccccc1<smiles/>
2352,Predict the reaction that produces the following product: COC(=O)C1=CCC(C#N)(c2ccc(OC)c(OC3CCCC3)c2)CC1,COC(=O)C1=CCC(C#N)(c2ccc(OC)c(OC3CCCC3)c2)CC1,<smiles>C1CCOC1.CC(C)[N-]C(C)C~[Li+].COC(=O)C1CCC(C#N)(c2ccc(OC)c(OC3CCCC3)c2)CC1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1<smiles/>
2353,Predict the reaction that produces the following product: O=C(OCCN1CCOCC1)C1=C(Nc2ccc(F)cc2)OC(=Cc2c[nH]c3ncccc23)C1=O~O=CO,O=C(OCCN1CCOCC1)C1=C(Nc2ccc(F)cc2)OC(=Cc2c[nH]c3ncccc23)C1=O~O=CO,<smiles>CCO.O=C(OCCN1CCOCC1)C1=C(Nc2ccc(F)cc2)OCC1=O.O=Cc1c[nH]c2ncccc12.[Na+]~[OH-]<smiles/>
2354,Predict the reaction that produces the following product: CCCc1c(C)cc2ccccc2c1-[n+]1c[nH]c(Cl)c1Cl~[Br-],CCCc1c(C)cc2ccccc2c1-[n+]1c[nH]c(Cl)c1Cl~[Br-],<smiles>Br.CCCc1c(C)cc2ccccc2c1N.Clc1nc[nH]c1Cl<smiles/>
2355,Predict the reaction that produces the following product: CCCCCCc1cc2c(s1)sc1c3cc(CCCC)sc3sc21,CCCCCCc1cc2c(s1)sc1c3cc(CCCC)sc3sc21,<smiles>CCCCCCc1cc(-c2cc(CCCC)c(-c3cc(CCCCCC)c(Br)s3)s2)sc1Br.CCCCCCc1csc(-c2cc(CCCCCC)c(-c3cc(CCCCCC)c(Br)s3)s2)c1.CCCCCCc1csc(-c2cc(CCCCCC)c(Br)s2)c1.CCCCCCc1sc(-c2cc(CCCCCC)c(-c3cc(CCCCCC)c(Br)s3)s2)cc1Br.CCCCCCc1sc(-c2cc(CCCCCC)c(Br)s2)cc1Br.CCCCCCc1sc(Br)cc1Br.CCCCCCc1sc(Br)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1Br.CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC.CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC)cc1CCCCCC~CCCCCCc1sc(CCCCCC
2356,Predict the reaction that produces the following product: CS(=O)(=O)c1ccc(Cn2cc(NC(=O)c3cc(C(N)=O)nc4cc(F)ccc34)c(C(F)(F)F)n2)cc1,CS(=O)(=O)c1ccc(Cn2cc(NC(=O)c3cc(C(N)=O)nc4cc(F)ccc34)c(C(F)(F)F)n2)cc1,<smiles>CS(=O)(=O)c1ccc(Cn2cc(N)c(C(F)(F)F)n2)cc1.NC(=O)c1cc(C(=O)O)c2ccc(F)cc2n1<smiles/>
2357,Predict the reaction that produces the following product: COC(=O)c1ccc(CCc2cc(Br)ccc2OCc2ccccc2)nc1OC,COC(=O)c1ccc(CCc2cc(Br)ccc2OCc2ccccc2)nc1OC,<smiles>C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.COC(=O)c1ccc(CCc2cc(Br)ccc2O)nc1OC.OCc1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1<smiles/>
2358,Predict the reaction that produces the following product: CCC(CC(=O)O)c1ccc(N2CCC[C@H]2C(C)(C)F)c(NC(=O)Nc2ccc(C)cc2)c1,CCC(CC(=O)O)c1ccc(N2CCC[C@H]2C(C)(C)F)c(NC(=O)Nc2ccc(C)cc2)c1,<smiles>C1CCOC1.CCC(CC(=O)OC)c1ccc(N2CCC[C@H]2C(C)(C)F)c(N)c1.Cc1ccc(N=C=O)cc1<smiles/>
2359,Predict the reaction that produces the following product: C=CCOC(=O)c1ccc2c(c1)cc(-c1c(F)cccc1Cl)n2C(=O)OC(C)(C)C,C=CCOC(=O)c1ccc2c(c1)cc(-c1c(F)cccc1Cl)n2C(=O)OC(C)(C)C,<smiles>C=CCOC(=O)c1ccc2[nH]c(-c3c(F)cccc3Cl)cc2c1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CN(C)c1ccncc1.ClCCl<smiles/>
2360,Predict the reaction that produces the following product: Cc1nc2cccc(Cl)c2nc1-c1cccc(F)c1,Cc1nc2cccc(Cl)c2nc1-c1cccc(F)c1,<smiles>Cc1nc2cccc(Cl)c2nc1Cl.OB(O)c1cccc(F)c1<smiles/>
2361,Predict the reaction that produces the following product: Cc1ccc(S(=O)(=O)Oc2ccc3nc(C#N)ccc3c2)c([N+](=O)[O-])c1,Cc1ccc(S(=O)(=O)Oc2ccc3nc(C#N)ccc3c2)c([N+](=O)[O-])c1,<smiles>Cc1ccc(S(=O)(=O)Cl)c([N+](=O)[O-])c1.N#Cc1ccc2cc(O)ccc2n1.c1ccncc1<smiles/>
2362,Predict the reaction that produces the following product: CCn1[nH]c(=O)c2cc(NC(=O)c3nn(-c4ccccc4)nc3C)ccc21,CCn1[nH]c(=O)c2cc(NC(=O)c3nn(-c4ccccc4)nc3C)ccc21,<smiles>CCn1[nH]c(=O)c2cc(N)ccc21.Cc1nn(-c2ccccc2)nc1C(=O)O<smiles/>
2363,Predict the reaction that produces the following product: CCCCCn1c2nc(Br)[nH]c2c(=O)n2c(CNC(=O)c3ccccc3)nnc12,CCCCCn1c2nc(Br)[nH]c2c(=O)n2c(CNC(=O)c3ccccc3)nnc12,<smiles>CCCCCn1c2nc[nH]c2c(=O)n2c(CNC(=O)c3ccccc3)nnc12.CN(C)C=O.O=C1CCC(=O)N1Br<smiles/>
2364,Predict the reaction that produces the following product: C#CCOc1cc2c(=O)[nH]cnc2cc1OC,C#CCOc1cc2c(=O)[nH]cnc2cc1OC,<smiles>C#CCOc1cc2c(=O)n(Cc3ccccc3)cnc2cc1OC.CCO.Cl.O.[Pd]<smiles/>
2365,Predict the reaction that produces the following product: COc1cc(CO)ncc1C,COc1cc(CO)ncc1C,<smiles>C1CCOC1.COC(=O)c1cc(OC)c(C)cn1.[AlH4-]~[Li+]<smiles/>
2366,Predict the reaction that produces the following product: C[C@H]1COCCN1c1cc(C(=O)O)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1,C[C@H]1COCCN1c1cc(C(=O)O)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1,<smiles>C1CCOC1.COC(=O)c1cc(N2CCOC[C@@H]2C)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1.O.[Li]O<smiles/>
2368,Predict the reaction that produces the following product: CC(C)C[C@H]1C(=O)N[C@@H](c2cccs2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,CC(C)C[C@H]1C(=O)N[C@@H](c2cccs2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,<smiles>CC(C)C[C@@H]1NC[C@H](c2cccs2)NC1=O.CC(C)C[C@H]1CN(C(=O)/C=C/c2ccccc2)[C@@H](CC(C)C)C(=O)N1.O=C(O)c1cc(-c2ccc(F)cc2)on1<smiles/>
2369,Predict the reaction that produces the following product: CCCCCc1cc(O[Si](C)(C)C)c(I)c(O[Si](C)(C)C)c1,CCCCCc1cc(O[Si](C)(C)C)c(I)c(O[Si](C)(C)C)c1,<smiles>CCCCCc1cc(O)c(I)c(O)c1.CCN(CC)CC.C[Si](C)(C)Cl<smiles/>
2370,Predict the reaction that produces the following product: Cc1nc([C@@H](C)c2cc(Cl)c(F)c(C(=O)N[C@H]3CCC[C@@H]3O)c2OC(C)C)n2ccnc(N)c12,Cc1nc([C@@H](C)c2cc(Cl)c(F)c(C(=O)N[C@H]3CCC[C@@H]3O)c2OC(C)C)n2ccnc(N)c12,<smiles>Cc1nc([C@@H](C)c2cc(Cl)c(F)c(C(=O)O)c2OC(C)C)n2ccnc(N)c12.N[C@H]1CCC[C@@H]1O<smiles/>
2371,Predict the reaction that produces the following product: CCS(=O)(=O)c1ccc(CCN)cc1,CCS(=O)(=O)c1ccc(CCN)cc1,<smiles>CCS(=O)(=O)c1ccc(CC#N)cc1.CO.N.[H][H].[Ni]<smiles/>
2372,Predict the reaction that produces the following product: C=CCOCC1=C(Cl)C=C(Cl)C(Cl)(COCC=C)C1Cl,C=CCOCC1=C(Cl)C=C(Cl)C(Cl)(COCC=C)C1Cl,<smiles>C=CCBr.C=CCOCC1=C(Cl)C=C(Cl)C(Cl)(CO)C1Cl.CN(C)C=O.O.[H-]~[Na+]<smiles/>
2374,Predict the reaction that produces the following product: CC(C)Oc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N(C)C)cc1,CC(C)Oc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N(C)C)cc1,<smiles>CC(C)Oc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc1.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CNC.ClCCl<smiles/>
